Product_ID,Rating,Product type,Count_Product_ID,Frequency level,Age group
1094,5,Dresses,756,Highly Frequent,31-40
1037,5,Bottoms,106,Frequent,31-40
1037,5,Bottoms,106,Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,51-60
975,5,Jackets,116,Frequent,51-60
1094,5,Dresses,756,Highly Frequent,21-30
1094,5,Dresses,756,Highly Frequent,31-40
936,4,Tops,358,Frequent,60+
1037,5,Bottoms,106,Frequent,41-50
850,4,Tops,338,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,21-30
1081,5,Dresses,582,Highly Frequent,41-50
1020,4,Bottoms,158,Frequent,31-40
1059,4,Bottoms,294,Frequent,31-40
933,5,Tops,63,Frequent,31-40
975,5,Jackets,116,Frequent,41-50
975,5,Jackets,116,Frequent,41-50
1020,5,Bottoms,158,Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,21-30
1037,5,Bottoms,106,Frequent,31-40
1020,3,Bottoms,158,Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,41-50
1037,2,Bottoms,106,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1020,5,Bottoms,158,Frequent,51-60
1094,5,Dresses,756,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,41-50
975,5,Jackets,116,Frequent,21-30
936,5,Tops,358,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1099,2,Dresses,136,Frequent,41-50
1094,3,Dresses,756,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,31-40
936,5,Tops,358,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,21-30
1078,3,Dresses,1024,Highly Frequent,41-50
975,5,Jackets,116,Frequent,51-60
1099,2,Dresses,136,Frequent,41-50
975,5,Jackets,116,Frequent,41-50
936,5,Tops,358,Frequent,21-30
1078,4,Dresses,1024,Highly Frequent,21-30
1094,5,Dresses,756,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
933,5,Tops,63,Frequent,21-30
936,5,Tops,358,Frequent,41-50
1020,5,Bottoms,158,Frequent,51-60
1078,3,Dresses,1024,Highly Frequent,31-40
975,5,Jackets,116,Frequent,60+
1078,5,Dresses,1024,Highly Frequent,21-30
1094,4,Dresses,756,Highly Frequent,21-30
1037,3,Bottoms,106,Frequent,41-50
1094,4,Dresses,756,Highly Frequent,60+
975,5,Jackets,116,Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,60+
1020,3,Bottoms,158,Frequent,51-60
1037,5,Bottoms,106,Frequent,31-40
936,5,Tops,358,Frequent,41-50
936,5,Tops,358,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
936,5,Tops,358,Frequent,31-40
1037,5,Bottoms,106,Frequent,51-60
975,5,Jackets,116,Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,51-60
1037,5,Bottoms,106,Frequent,31-40
1037,5,Bottoms,106,Frequent,41-50
1094,3,Dresses,756,Highly Frequent,31-40
933,5,Tops,63,Frequent,60+
975,5,Jackets,116,Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,41-50
975,5,Jackets,116,Frequent,51-60
1078,3,Dresses,1024,Highly Frequent,31-40
936,5,Tops,358,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1078,4,Dresses,1024,Highly Frequent,41-50
1081,3,Dresses,582,Highly Frequent,31-40
1095,4,Dresses,327,Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
850,3,Tops,338,Frequent,21-30
1084,1,Dresses,72,Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,60+
1095,5,Dresses,327,Frequent,41-50
1078,2,Dresses,1024,Highly Frequent,21-30
1081,3,Dresses,582,Highly Frequent,31-40
1030,5,Bottoms,72,Frequent,41-50
1025,5,Bottoms,125,Frequent,51-60
167,5,Bottoms,7,Less Frequent,31-40
1081,4,Dresses,582,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,31-40
1081,4,Dresses,582,Highly Frequent,31-40
1095,4,Dresses,327,Frequent,51-60
940,5,Tops,130,Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,41-50
1025,5,Bottoms,125,Frequent,60+
263,4,Intimate,1,Rare,21-30
1078,4,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,21-30
1084,4,Dresses,72,Frequent,41-50
850,2,Tops,338,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,51-60
850,5,Tops,338,Frequent,21-30
1078,4,Dresses,1024,Highly Frequent,31-40
1030,3,Bottoms,72,Frequent,60+
1081,4,Dresses,582,Highly Frequent,41-50
1033,5,Bottoms,220,Frequent,31-40
850,5,Tops,338,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,51-60
1078,4,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
850,5,Tops,338,Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,21-30
1081,5,Dresses,582,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,21-30
167,5,Bottoms,7,Less Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
927,4,Tops,214,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1054,5,Bottoms,33,Less Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,60+
1078,4,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,21-30
1095,5,Dresses,327,Frequent,15-20
850,5,Tops,338,Frequent,31-40
167,5,Bottoms,7,Less Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,51-60
1030,5,Bottoms,72,Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,31-40
167,5,Bottoms,7,Less Frequent,41-50
1084,4,Dresses,72,Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1095,4,Dresses,327,Frequent,21-30
1078,4,Dresses,1024,Highly Frequent,31-40
1078,4,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,21-30
167,5,Bottoms,7,Less Frequent,31-40
167,5,Bottoms,7,Less Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,51-60
167,5,Bottoms,7,Less Frequent,21-30
1076,2,Dresses,46,Frequent,60+
1078,5,Dresses,1024,Highly Frequent,21-30
862,5,Tops,806,Highly Frequent,31-40
936,5,Tops,358,Frequent,41-50
1039,4,Bottoms,9,Less Frequent,31-40
855,4,Tops,26,Less Frequent,31-40
903,5,Tops,91,Frequent,31-40
823,5,Tops,105,Frequent,41-50
909,5,Tops,122,Frequent,21-30
903,3,Tops,91,Frequent,41-50
936,3,Tops,358,Frequent,31-40
862,2,Tops,806,Highly Frequent,31-40
909,5,Tops,122,Frequent,31-40
936,5,Tops,358,Frequent,21-30
936,4,Tops,358,Frequent,41-50
862,5,Tops,806,Highly Frequent,21-30
909,4,Tops,122,Frequent,41-50
936,4,Tops,358,Frequent,60+
909,3,Tops,122,Frequent,31-40
936,5,Tops,358,Frequent,31-40
995,4,Bottoms,36,Less Frequent,41-50
903,3,Tops,91,Frequent,31-40
936,5,Tops,358,Frequent,41-50
1040,5,Bottoms,1,Rare,31-40
936,5,Tops,358,Frequent,31-40
936,5,Tops,358,Frequent,60+
914,5,Tops,2,Rare,31-40
936,2,Tops,358,Frequent,31-40
936,3,Tops,358,Frequent,31-40
936,5,Tops,358,Frequent,60+
936,5,Tops,358,Frequent,60+
909,4,Tops,122,Frequent,31-40
862,5,Tops,806,Highly Frequent,41-50
710,4,Intimate,2,Rare,60+
936,2,Tops,358,Frequent,31-40
710,5,Intimate,2,Rare,21-30
936,4,Tops,358,Frequent,31-40
995,5,Bottoms,36,Less Frequent,41-50
823,4,Tops,105,Frequent,51-60
936,5,Tops,358,Frequent,51-60
936,5,Tops,358,Frequent,31-40
936,3,Tops,358,Frequent,31-40
862,4,Tops,806,Highly Frequent,21-30
930,2,Tops,8,Less Frequent,21-30
875,5,Tops,115,Frequent,41-50
829,4,Tops,527,Highly Frequent,31-40
1038,5,Bottoms,69,Frequent,51-60
836,5,Tops,205,Frequent,31-40
836,5,Tops,205,Frequent,31-40
1035,4,Bottoms,135,Frequent,31-40
875,5,Tops,115,Frequent,60+
789,5,Intimate,1,Rare,51-60
1038,4,Bottoms,69,Frequent,21-30
836,5,Tops,205,Frequent,60+
1038,5,Bottoms,69,Frequent,31-40
864,2,Tops,145,Frequent,41-50
872,5,Tops,545,Highly Frequent,60+
1038,5,Bottoms,69,Frequent,31-40
1049,2,Bottoms,32,Less Frequent,31-40
836,4,Tops,205,Frequent,31-40
1077,5,Dresses,297,Frequent,60+
1038,3,Bottoms,69,Frequent,41-50
1038,5,Bottoms,69,Frequent,21-30
836,5,Tops,205,Frequent,60+
1077,4,Dresses,297,Frequent,31-40
1035,2,Bottoms,135,Frequent,41-50
1077,5,Dresses,297,Frequent,31-40
930,5,Tops,8,Less Frequent,60+
1077,3,Dresses,297,Frequent,21-30
1038,4,Bottoms,69,Frequent,31-40
1038,2,Bottoms,69,Frequent,41-50
1049,4,Bottoms,32,Less Frequent,41-50
1038,3,Bottoms,69,Frequent,31-40
1038,5,Bottoms,69,Frequent,51-60
980,5,Jackets,5,Rare,21-30
1038,5,Bottoms,69,Frequent,41-50
875,5,Tops,115,Frequent,41-50
872,5,Tops,545,Highly Frequent,21-30
836,5,Tops,205,Frequent,21-30
980,5,Jackets,5,Rare,41-50
829,5,Tops,527,Highly Frequent,41-50
1038,2,Bottoms,69,Frequent,21-30
1038,4,Bottoms,69,Frequent,51-60
1038,3,Bottoms,69,Frequent,41-50
988,3,Bottoms,14,Less Frequent,21-30
829,4,Tops,527,Highly Frequent,31-40
836,5,Tops,205,Frequent,31-40
829,5,Tops,527,Highly Frequent,51-60
1077,5,Dresses,297,Frequent,60+
1036,4,Bottoms,18,Less Frequent,31-40
836,5,Tops,205,Frequent,21-30
872,4,Tops,545,Highly Frequent,41-50
803,4,Intimate,2,Rare,21-30
1038,5,Bottoms,69,Frequent,41-50
1038,1,Bottoms,69,Frequent,21-30
1038,3,Bottoms,69,Frequent,21-30
1038,5,Bottoms,69,Frequent,41-50
1038,5,Bottoms,69,Frequent,41-50
803,4,Intimate,2,Rare,31-40
1038,5,Bottoms,69,Frequent,31-40
393,5,Intimate,1,Rare,21-30
875,5,Tops,115,Frequent,51-60
1038,4,Bottoms,69,Frequent,51-60
1074,3,Dresses,45,Frequent,51-60
870,5,Tops,53,Frequent,21-30
870,2,Tops,53,Frequent,41-50
870,2,Tops,53,Frequent,60+
975,5,Jackets,116,Frequent,51-60
866,4,Tops,121,Frequent,41-50
866,5,Tops,121,Frequent,21-30
870,5,Tops,53,Frequent,41-50
948,5,Tops,10,Less Frequent,21-30
866,3,Tops,121,Frequent,31-40
1074,3,Dresses,45,Frequent,41-50
1072,5,Dresses,197,Frequent,41-50
1099,5,Dresses,136,Frequent,41-50
1072,5,Dresses,197,Frequent,60+
909,4,Tops,122,Frequent,51-60
909,4,Tops,122,Frequent,31-40
1072,2,Dresses,197,Frequent,31-40
1153,2,Dresses,5,Rare,41-50
936,5,Tops,358,Frequent,21-30
936,5,Tops,358,Frequent,31-40
909,5,Tops,122,Frequent,51-60
1153,3,Dresses,5,Rare,31-40
1059,5,Bottoms,294,Frequent,51-60
1072,5,Dresses,197,Frequent,31-40
1072,5,Dresses,197,Frequent,31-40
1072,5,Dresses,197,Frequent,41-50
1153,5,Dresses,5,Rare,60+
1072,5,Dresses,197,Frequent,21-30
1153,5,Dresses,5,Rare,21-30
811,5,Intimate,2,Rare,60+
967,5,Jackets,23,Less Frequent,21-30
936,5,Tops,358,Frequent,31-40
1072,5,Dresses,197,Frequent,31-40
936,5,Tops,358,Frequent,21-30
811,5,Intimate,2,Rare,31-40
1072,5,Dresses,197,Frequent,31-40
1153,5,Dresses,5,Rare,31-40
1072,1,Dresses,197,Frequent,60+
1072,5,Dresses,197,Frequent,41-50
975,2,Jackets,116,Frequent,60+
1072,5,Dresses,197,Frequent,51-60
1094,5,Dresses,756,Highly Frequent,41-50
927,5,Tops,214,Frequent,31-40
927,5,Tops,214,Frequent,41-50
1049,4,Bottoms,32,Less Frequent,60+
927,3,Tops,214,Frequent,15-20
864,2,Tops,145,Frequent,21-30
1078,3,Dresses,1024,Highly Frequent,31-40
864,5,Tops,145,Frequent,41-50
927,5,Tops,214,Frequent,31-40
1110,2,Dresses,480,Frequent,51-60
927,5,Tops,214,Frequent,21-30
864,5,Tops,145,Frequent,21-30
1103,4,Dresses,36,Less Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
1110,4,Dresses,480,Frequent,41-50
927,3,Tops,214,Frequent,51-60
927,2,Tops,214,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
1135,5,Trend,11,Less Frequent,41-50
864,5,Tops,145,Frequent,60+
864,5,Tops,145,Frequent,21-30
1078,4,Dresses,1024,Highly Frequent,31-40
1078,4,Dresses,1024,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,21-30
1094,5,Dresses,756,Highly Frequent,51-60
1094,5,Dresses,756,Highly Frequent,51-60
1094,5,Dresses,756,Highly Frequent,51-60
927,5,Tops,214,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,21-30
1049,5,Bottoms,32,Less Frequent,31-40
10,4,Intimate,1,Rare,31-40
1110,4,Dresses,480,Frequent,41-50
244,5,Intimate,1,Rare,41-50
927,5,Tops,214,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
1024,2,Bottoms,35,Less Frequent,31-40
1037,4,Bottoms,106,Frequent,51-60
1125,5,Jackets,26,Less Frequent,31-40
1125,5,Jackets,26,Less Frequent,41-50
867,5,Tops,351,Frequent,31-40
1125,2,Jackets,26,Less Frequent,31-40
1037,4,Bottoms,106,Frequent,31-40
867,5,Tops,351,Frequent,51-60
1037,4,Bottoms,106,Frequent,31-40
1024,3,Bottoms,35,Less Frequent,21-30
1037,5,Bottoms,106,Frequent,31-40
867,4,Tops,351,Frequent,41-50
1125,5,Jackets,26,Less Frequent,51-60
1099,5,Dresses,136,Frequent,51-60
1125,5,Jackets,26,Less Frequent,51-60
1099,5,Dresses,136,Frequent,60+
1125,4,Jackets,26,Less Frequent,60+
1102,3,Dresses,6,Less Frequent,21-30
1125,5,Jackets,26,Less Frequent,51-60
867,4,Tops,351,Frequent,21-30
1125,3,Jackets,26,Less Frequent,31-40
1099,5,Dresses,136,Frequent,41-50
1125,5,Jackets,26,Less Frequent,15-20
867,5,Tops,351,Frequent,31-40
253,5,Intimate,3,Rare,41-50
1024,5,Bottoms,35,Less Frequent,51-60
1054,3,Bottoms,33,Less Frequent,31-40
1125,5,Jackets,26,Less Frequent,31-40
1037,5,Bottoms,106,Frequent,31-40
867,3,Tops,351,Frequent,31-40
1054,3,Bottoms,33,Less Frequent,31-40
921,3,Tops,31,Less Frequent,51-60
253,5,Intimate,3,Rare,31-40
1099,4,Dresses,136,Frequent,51-60
253,2,Intimate,3,Rare,41-50
1024,4,Bottoms,35,Less Frequent,60+
1102,3,Dresses,6,Less Frequent,21-30
1125,2,Jackets,26,Less Frequent,41-50
1024,5,Bottoms,35,Less Frequent,51-60
867,5,Tops,351,Frequent,60+
1099,3,Dresses,136,Frequent,60+
1168,5,Intimate,1,Rare,21-30
867,5,Tops,351,Frequent,60+
1094,5,Dresses,756,Highly Frequent,21-30
1094,5,Dresses,756,Highly Frequent,21-30
873,5,Tops,238,Frequent,60+
1094,1,Dresses,756,Highly Frequent,51-60
1094,5,Dresses,756,Highly Frequent,21-30
1094,5,Dresses,756,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,21-30
927,5,Tops,214,Frequent,31-40
927,3,Tops,214,Frequent,21-30
927,2,Tops,214,Frequent,31-40
909,2,Tops,122,Frequent,31-40
927,5,Tops,214,Frequent,21-30
1094,5,Dresses,756,Highly Frequent,21-30
909,4,Tops,122,Frequent,31-40
1079,4,Dresses,63,Frequent,41-50
909,5,Tops,122,Frequent,60+
927,4,Tops,214,Frequent,51-60
1094,5,Dresses,756,Highly Frequent,41-50
927,5,Tops,214,Frequent,21-30
927,4,Tops,214,Frequent,21-30
1094,4,Dresses,756,Highly Frequent,31-40
927,2,Tops,214,Frequent,21-30
927,5,Tops,214,Frequent,60+
909,2,Tops,122,Frequent,21-30
868,3,Tops,430,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
611,4,Bottoms,9,Less Frequent,21-30
1092,4,Dresses,220,Frequent,31-40
1053,5,Bottoms,41,Frequent,41-50
1092,4,Dresses,220,Frequent,41-50
1053,5,Bottoms,41,Frequent,21-30
611,5,Bottoms,9,Less Frequent,21-30
942,2,Tops,36,Less Frequent,60+
927,3,Tops,214,Frequent,31-40
1053,5,Bottoms,41,Frequent,21-30
1094,4,Dresses,756,Highly Frequent,31-40
909,5,Tops,122,Frequent,31-40
909,5,Tops,122,Frequent,41-50
927,2,Tops,214,Frequent,31-40
1053,5,Bottoms,41,Frequent,60+
927,4,Tops,214,Frequent,31-40
1094,4,Dresses,756,Highly Frequent,51-60
1094,2,Dresses,756,Highly Frequent,51-60
1053,3,Bottoms,41,Frequent,41-50
1094,2,Dresses,756,Highly Frequent,21-30
909,5,Tops,122,Frequent,21-30
927,5,Tops,214,Frequent,21-30
927,4,Tops,214,Frequent,31-40
909,5,Tops,122,Frequent,21-30
1053,3,Bottoms,41,Frequent,21-30
611,4,Bottoms,9,Less Frequent,60+
1094,3,Dresses,756,Highly Frequent,41-50
909,5,Tops,122,Frequent,21-30
611,5,Bottoms,9,Less Frequent,51-60
1003,4,Bottoms,22,Less Frequent,60+
873,5,Tops,238,Frequent,31-40
927,2,Tops,214,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,51-60
927,4,Tops,214,Frequent,41-50
611,5,Bottoms,9,Less Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
909,4,Tops,122,Frequent,31-40
611,5,Bottoms,9,Less Frequent,31-40
909,5,Tops,122,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
927,5,Tops,214,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,51-60
927,2,Tops,214,Frequent,31-40
1094,2,Dresses,756,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,21-30
868,4,Tops,430,Frequent,41-50
1094,3,Dresses,756,Highly Frequent,51-60
927,3,Tops,214,Frequent,21-30
611,5,Bottoms,9,Less Frequent,31-40
868,3,Tops,430,Frequent,21-30
927,4,Tops,214,Frequent,21-30
611,5,Bottoms,9,Less Frequent,31-40
611,5,Bottoms,9,Less Frequent,51-60
1094,5,Dresses,756,Highly Frequent,21-30
1104,4,Dresses,185,Frequent,31-40
1072,5,Dresses,197,Frequent,31-40
868,5,Tops,430,Frequent,31-40
857,5,Tops,71,Frequent,41-50
1095,5,Dresses,327,Frequent,60+
1080,5,Dresses,289,Frequent,41-50
1080,1,Dresses,289,Frequent,31-40
1077,3,Dresses,297,Frequent,41-50
1077,2,Dresses,297,Frequent,60+
828,2,Tops,225,Frequent,51-60
1080,5,Dresses,289,Frequent,21-30
1077,2,Dresses,297,Frequent,60+
1095,4,Dresses,327,Frequent,31-40
1104,5,Dresses,185,Frequent,51-60
1080,5,Dresses,289,Frequent,31-40
1077,3,Dresses,297,Frequent,41-50
1104,5,Dresses,185,Frequent,31-40
1077,5,Dresses,297,Frequent,41-50
1077,4,Dresses,297,Frequent,41-50
1077,5,Dresses,297,Frequent,41-50
1104,4,Dresses,185,Frequent,31-40
1077,4,Dresses,297,Frequent,31-40
1072,1,Dresses,197,Frequent,51-60
828,4,Tops,225,Frequent,41-50
1072,2,Dresses,197,Frequent,60+
1000,5,Bottoms,3,Rare,31-40
1080,5,Dresses,289,Frequent,31-40
1072,3,Dresses,197,Frequent,41-50
1080,5,Dresses,289,Frequent,31-40
868,1,Tops,430,Frequent,31-40
868,5,Tops,430,Frequent,31-40
698,5,Intimate,1,Rare,31-40
1077,5,Dresses,297,Frequent,31-40
872,5,Tops,545,Highly Frequent,31-40
868,5,Tops,430,Frequent,51-60
872,4,Tops,545,Highly Frequent,31-40
1077,5,Dresses,297,Frequent,31-40
868,1,Tops,430,Frequent,31-40
828,3,Tops,225,Frequent,60+
1080,3,Dresses,289,Frequent,21-30
868,5,Tops,430,Frequent,31-40
1077,2,Dresses,297,Frequent,41-50
1077,5,Dresses,297,Frequent,31-40
1072,1,Dresses,197,Frequent,31-40
1104,3,Dresses,185,Frequent,21-30
868,2,Tops,430,Frequent,60+
1080,5,Dresses,289,Frequent,41-50
1080,4,Dresses,289,Frequent,41-50
1072,1,Dresses,197,Frequent,41-50
828,3,Tops,225,Frequent,31-40
1075,1,Dresses,69,Frequent,41-50
1124,5,Jackets,2,Rare,41-50
1095,5,Dresses,327,Frequent,51-60
1077,5,Dresses,297,Frequent,60+
1077,5,Dresses,297,Frequent,31-40
1080,5,Dresses,289,Frequent,31-40
868,3,Tops,430,Frequent,31-40
1077,5,Dresses,297,Frequent,31-40
1080,5,Dresses,289,Frequent,31-40
1080,5,Dresses,289,Frequent,31-40
1077,5,Dresses,297,Frequent,60+
1080,5,Dresses,289,Frequent,31-40
1080,5,Dresses,289,Frequent,21-30
868,5,Tops,430,Frequent,60+
1095,5,Dresses,327,Frequent,41-50
1075,5,Dresses,69,Frequent,51-60
1072,2,Dresses,197,Frequent,31-40
1104,4,Dresses,185,Frequent,21-30
1077,3,Dresses,297,Frequent,60+
1077,5,Dresses,297,Frequent,51-60
1080,5,Dresses,289,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,60+
1078,3,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1078,2,Dresses,1024,Highly Frequent,31-40
1078,2,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,51-60
1078,4,Dresses,1024,Highly Frequent,31-40
436,5,Intimate,1,Rare,41-50
1078,3,Dresses,1024,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,60+
1078,2,Dresses,1024,Highly Frequent,41-50
934,4,Tops,4,Rare,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,31-40
907,5,Tops,130,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,51-60
1078,2,Dresses,1024,Highly Frequent,31-40
280,3,Intimate,1,Rare,21-30
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,41-50
1078,3,Dresses,1024,Highly Frequent,31-40
877,3,Tops,154,Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,41-50
1008,5,Bottoms,186,Frequent,41-50
1088,1,Dresses,30,Less Frequent,41-50
824,5,Tops,96,Frequent,51-60
1008,4,Bottoms,186,Frequent,31-40
1022,2,Bottoms,205,Frequent,51-60
806,3,Intimate,2,Rare,51-60
831,4,Tops,164,Frequent,41-50
1056,5,Bottoms,213,Frequent,31-40
967,1,Jackets,23,Less Frequent,51-60
1088,4,Dresses,30,Less Frequent,31-40
1008,5,Bottoms,186,Frequent,31-40
1008,5,Bottoms,186,Frequent,31-40
1088,1,Dresses,30,Less Frequent,51-60
500,4,Intimate,1,Rare,41-50
873,5,Tops,238,Frequent,60+
1008,5,Bottoms,186,Frequent,31-40
669,1,Intimate,1,Rare,21-30
873,5,Tops,238,Frequent,41-50
1088,1,Dresses,30,Less Frequent,31-40
873,5,Tops,238,Frequent,41-50
873,4,Tops,238,Frequent,41-50
1033,5,Bottoms,220,Frequent,51-60
806,2,Intimate,2,Rare,31-40
1008,5,Bottoms,186,Frequent,41-50
1008,5,Bottoms,186,Frequent,51-60
824,5,Tops,96,Frequent,41-50
1088,4,Dresses,30,Less Frequent,31-40
831,5,Tops,164,Frequent,51-60
1008,4,Bottoms,186,Frequent,41-50
873,5,Tops,238,Frequent,41-50
873,4,Tops,238,Frequent,31-40
831,4,Tops,164,Frequent,51-60
960,4,Jackets,26,Less Frequent,21-30
1088,5,Dresses,30,Less Frequent,31-40
1008,5,Bottoms,186,Frequent,31-40
873,4,Tops,238,Frequent,51-60
824,5,Tops,96,Frequent,60+
1008,4,Bottoms,186,Frequent,31-40
927,5,Tops,214,Frequent,41-50
1008,4,Bottoms,186,Frequent,60+
873,5,Tops,238,Frequent,41-50
873,4,Tops,238,Frequent,31-40
873,5,Tops,238,Frequent,51-60
960,5,Jackets,26,Less Frequent,51-60
873,5,Tops,238,Frequent,41-50
1008,3,Bottoms,186,Frequent,31-40
927,2,Tops,214,Frequent,31-40
1008,4,Bottoms,186,Frequent,60+
873,4,Tops,238,Frequent,31-40
862,5,Tops,806,Highly Frequent,41-50
862,4,Tops,806,Highly Frequent,41-50
862,4,Tops,806,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,31-40
862,5,Tops,806,Highly Frequent,21-30
862,4,Tops,806,Highly Frequent,31-40
862,5,Tops,806,Highly Frequent,31-40
1072,4,Dresses,197,Frequent,21-30
862,3,Tops,806,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,21-30
862,2,Tops,806,Highly Frequent,41-50
1078,2,Dresses,1024,Highly Frequent,41-50
1078,3,Dresses,1024,Highly Frequent,41-50
862,4,Tops,806,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
862,5,Tops,806,Highly Frequent,31-40
1022,4,Bottoms,205,Frequent,41-50
868,4,Tops,430,Frequent,41-50
862,5,Tops,806,Highly Frequent,21-30
862,5,Tops,806,Highly Frequent,51-60
862,5,Tops,806,Highly Frequent,41-50
